,TILD001,TILD028,VUILD64,VUILD65,VUHD65,VUHD66,VUHD70,VUILD59,VUILD60,VUILD61,VUILD63,THD0001,TILD015,THD0002,TILD010,TILD006,THD0005,VUHD71,VUHD67,VUHD68,VUILD53,VUHD69
RNF141,0.13266634,0.201707771,0.135527773,0.139379626,0.522111864,0.298283737,0.162278448,0.153598711,0.255025148,0.356164931,0.267978323,0.454788685,0.255836939,0.243413994,0.166345524,0.122895943,0.178518637,0.068403074,0.287638965,0.157917843,0.105837702,0.52041058
CTR9,0.257712192,0.218647949,0.245527031,0.145265313,0.345389295,0.220918378,0.284002906,0.308403216,0.239284164,0.195068252,0.239512774,0.243496832,0.382378765,0.179804517,0.148964997,0.115931846,0.221729075,0.098370757,0.21533729,0.315110031,0.114570585,0.469452702
EIF4G2,3.432336607,1.712948209,2.152003253,1.268430966,2.481232135,1.932294956,2.007907915,2.327885235,1.717930574,2.431310287,2.473440616,2.127925894,3.533019547,1.862636824,1.534353206,0.920785273,1.959445174,0.650529453,1.813196362,2.046555244,2.388889444,3.929848486
ZBED5,0.122314113,0.160013543,0.108423527,0.107107885,0.153295258,0.11981912,0.171767686,0.126451599,0.116859741,0.131140049,0.159442001,0.16590846,0.270210134,0.122254844,0.087605986,0.080842206,0.137889155,0.041954969,0.150312283,0.17196203,0.107328215,0.224422865
GALNT18,0.008789985,0.017227756,0.01275353,0.013711593,0.011379928,0.013246855,0.007222333,0.007914572,0.012713618,0.01988483,0.01446457,0.004884076,0.0117627,0.002760124,0.013675077,0.000483365,0.005231766,0.005061465,0.007404922,0.00969049,0.019684732,0.004672644
USP47,0.318274707,0.239542693,0.185804563,0.14185746,0.335473396,0.234058932,0.228921654,0.239127134,0.217503847,0.224635679,0.239287782,0.252100561,0.420116721,0.207784821,0.159415585,0.106062425,0.310848246,0.075200653,0.240086947,0.257072295,0.170121651,0.294444382
DKK3,0.045156542,0.03012644,0.021780268,0.014077543,0.026534999,0.092334553,0.002506442,0.022047744,0.022842263,0.019047665,0.009860809,0.006724038,0.0157201,0.01373479,0.053770741,0.005851533,0.006447816,0.014585607,0.004402245,0.01062308,0.025695025,0.000627275
MICAL2,0.117836933,0.081193709,0.125662941,0.055602886,0.039588333,0.048154,0.013848136,0.029922086,0.053635714,0.072679221,0.074623367,0.056971759,0.192140507,0.047608552,0.061917804,0.040480903,0.056669609,0.013207023,0.044728113,0.031828008,0.014576967,0.130301614
PARVA,0.073880809,0.016433545,0.041060093,0.027441336,0.032661286,0.082073802,0.014835259,0.017539058,0.037331566,0.073980024,0.035770484,0.013618464,0.016146157,0.012123957,0.016190588,0.006968322,0.009554594,0.007855366,0.011664483,0.00650358,0.023874399,0.002635186
TEAD1,0.03658922,0.009400646,0.062863393,0.017418588,0.012649499,0.033867425,0.005935732,0.016710412,0.040417692,0.038603617,0.02211799,0.007302759,0.007222407,0.00788333,0.008419563,0.003867832,0.004812984,0.007150954,0.007215954,0.003074442,0.026498444,0.000184372
ARNTL,0.097587913,0.096538167,0.096899035,0.070869274,0.159836895,0.060117119,0.169985195,0.075498959,0.075190235,0.108504093,0.115687428,0.129769629,0.18615744,0.07227328,0.028095022,0.044834821,0.118256974,0.029665556,0.141499254,0.115773526,0.046349186,0.192661128
BTBD10,0.101032013,0.130531189,0.141284191,0.096414783,0.208054348,0.11322674,0.135415391,0.148107609,0.130595807,0.1120605,0.144973682,0.086864278,0.219354139,0.082914911,0.074763146,0.044356278,0.114723825,0.047017685,0.146808173,0.155647899,0.111266782,0.159422751
FAR1,0.294314981,0.252255071,0.229817672,0.144583164,0.370448127,0.198430913,0.249118045,0.293403483,0.235143176,0.2452875,0.260298754,0.297590666,0.563261132,0.237726981,0.217500169,0.07110086,0.386021486,0.068551275,0.279940842,0.267233633,0.200749977,0.406014029
RRAS2,0.047951727,0.023894006,0.038915601,0.023325987,0.039693002,0.088313483,0.011424634,0.022926432,0.041652188,0.10024472,0.058707046,0.013769218,0.011803432,0.011283048,0.009598226,0.00351227,0.005507159,0.003249565,0.021810963,0.004911859,0.042494092,0.001118772
COPB1,0.484983194,0.421915876,0.350712461,0.275379873,0.720941665,0.39531367,0.332646886,0.498472955,0.399309673,0.527113388,0.594647556,0.365831326,0.62846162,0.314561017,0.292896522,0.208208053,0.373033793,0.177667267,0.469136582,0.569830936,0.421782158,0.560355196
PSMA1,0.725750069,0.99386019,0.93597516,0.823079313,1.984347102,1.295056322,1.479658687,1.84588866,1.160830093,1.33653768,1.497178579,0.871537413,1.253717385,0.716438168,0.728496411,0.345589659,0.538327073,0.679136198,1.365101458,1.683196366,1.463351595,0.773260415
PDE3B,0.098675575,0.136086796,0.055794733,0.042370549,0.32100556,0.107107294,0.221273124,0.162460253,0.128576366,0.096981227,0.169581628,0.154607797,0.139994791,0.126487483,0.065139625,0.028952224,0.163354548,0.062012076,0.232020828,0.154416681,0.062402557,0.150963859
C11orf58,0.942753797,1.260025054,1.076805102,0.881885983,2.745091673,1.518077084,1.725538639,2.044350827,1.387351498,1.512192106,1.698155224,1.146720912,1.384018606,1.117211066,1.104236467,0.883885188,0.76590537,0.61847029,1.871040721,1.917298713,1.249178375,0.982831062
RPS13,14.95785285,14.87560961,22.21761435,15.43751075,62.38366745,40.9952844,49.47436383,32.39501049,27.3076829,27.68238814,30.42399016,33.16281133,16.03093607,24.58533469,16.20968335,20.42390564,11.73539471,13.90850949,47.76426157,39.57826864,9.213116101,18.99191112
PIK3C2A,0.174190605,0.16988751,0.159055301,0.090785781,0.308372498,0.105026058,0.173116796,0.131090189,0.172566244,0.139379018,0.152987591,0.211386982,0.223723146,0.17557373,0.122179796,0.054632239,0.199595706,0.050097344,0.192893936,0.184993011,0.081899944,0.176692169
NUCB2,0.276956037,0.271139685,0.57482857,0.612905481,1.086938784,0.696735166,0.34061286,0.640303402,0.5013389,0.655771769,0.641492281,0.244178631,0.346881581,0.22160907,0.295855557,0.41663847,0.321010186,0.261655611,0.372722431,0.492880152,0.237682121,0.071320073
SERGEF,0.050580668,0.088445947,0.079204743,0.068084123,0.263916245,0.138747095,0.213669264,0.132213115,0.105000168,0.093606548,0.139414129,0.086663425,0.096896086,0.09047425,0.072383391,0.03033282,0.071067866,0.03638638,0.163337797,0.141667877,0.042587935,0.100550199
SAA2,0.001679103,0.00418889,0.048197214,0.098443882,0.147876771,0.272189273,0.077176565,0.025840807,0.046141777,0.53503551,0.031939533,0.000400669,0.00291772,0.00037745,0.002920568,0.023527662,0.004783945,0.024204224,0.006333333,0.003523443,0.079185007,0
SAA1,0.005490595,0.033614954,0.250408145,0.539217731,0.756799131,1.229299092,0.612091388,0.1577025,0.106380475,2.099449917,0.120525685,0.021420562,0.013419765,0.093870444,0.027826717,0.082871588,0.016340798,0.183549794,0.189682674,0.520814592,0.248505482,0.000385256
HPS5,0.225486621,0.266982371,0.274614747,0.150137751,0.462085562,0.21421258,0.238286067,0.36796051,0.266860748,0.229337051,0.312835541,0.188308555,0.498607778,0.221803301,0.149855632,0.105251702,0.303548313,0.097795857,0.381890103,0.326143449,0.137797295,0.485660395
GTF2H1,0.204590717,0.168306365,0.133243622,0.094089697,0.319288788,0.18103066,0.258376362,0.167028382,0.156919169,0.182267022,0.194498577,0.155060737,0.278958019,0.141895814,0.088116922,0.044953286,0.153344046,0.048098964,0.24082979,0.192662172,0.173025911,0.309873315
LDHA,4.370356626,3.229487531,3.481519255,3.332711135,5.169050179,3.221842403,3.075087445,4.908832118,3.086614978,3.971553081,5.369038486,2.603863203,4.644152042,2.20046591,2.201457263,0.628295454,1.382134987,1.393283764,3.595843776,4.911244215,3.114045166,2.876854443
TSG101,0.290597703,0.345110839,0.444743393,0.335470064,0.829754964,0.468807444,0.658083304,0.650614024,0.429269098,0.487984996,0.527622864,0.36415134,0.510156878,0.345978079,0.265151788,0.174755152,0.260773647,0.223850515,0.66372289,0.724791699,0.3533148,0.352512336
UEVLD,0.105242913,0.07861258,0.075632335,0.052974117,0.157430471,0.097821773,0.122539089,0.117408897,0.096988607,0.096868308,0.10488361,0.103178221,0.127100125,0.082245258,0.06301334,0.03559438,0.099263561,0.042633044,0.111955978,0.141416225,0.061566791,0.117892781
SPTY2D1,0.27620009,0.189578444,0.167113968,0.105486657,0.297533184,0.172387042,0.235544565,0.223302727,0.152538518,0.196128013,0.168356514,0.25190853,0.373116805,0.19895704,0.13396744,0.097413502,0.200048781,0.035988197,0.156681761,0.158281322,0.149420376,0.259346835
ZDHHC13,0.036601974,0.041640592,0.063352528,0.051702349,0.065546735,0.03921422,0.037258302,0.063273162,0.07466116,0.068462076,0.058210227,0.044642557,0.074824855,0.037888486,0.044706897,0.012319545,0.053241119,0.023057784,0.060644101,0.059606251,0.055236928,0.070445975
NAV2,0.025776633,0.020273985,0.052301565,0.036644227,0.018259398,0.036431052,0.008185393,0.019493264,0.040446256,0.049379114,0.006125834,0.010675402,0.007843587,0.00505192,0.027186364,0.010354575,0.004066227,0.00218785,0.007550382,0.004152584,0.039495975,0.000450963
HTATIP2,0.347285348,0.619056393,0.470164226,0.435990568,1.588293232,0.626981969,0.827012117,0.888012358,0.448799285,0.638512127,0.713917978,0.526813541,0.488659961,0.517429577,0.451950132,0.166742476,0.297343141,0.338461512,0.8368055,0.985289103,0.372522746,0.387936368
SVIP,0.031543643,0.097540799,0.125220608,0.074597879,0.305682776,0.233131674,0.299243413,0.13264192,0.19539755,0.23459801,0.147667815,0.114113219,0.090498814,0.057750198,0.083100142,0.094369216,0.082179666,0.029474725,0.122854464,0.060396017,0.272632597,0.021623013
MUC15,0.000365395,0.00165924,0.016763718,0.015936557,0.013468736,0.040197239,0.009137537,0.011450422,0.024667759,0.038235966,0.005816793,0.00545403,0.002020329,0.001862546,0.003975988,0.0012399,0.003471588,0.002874571,0.006588371,0.000915663,0.023387071,8.26E-05
CCDC34,0.016283214,0.019717111,0.039893876,0.077438954,0.150859353,0.08336286,0.050610779,0.096580964,0.099141675,0.051164697,0.069897368,0.02464534,0.019156658,0.021178965,0.066893005,0.064469345,0.017986083,0.014266308,0.049709418,0.044299438,0.042698112,0.004965297
LIN7C,0.161014614,0.092952868,0.132504949,0.078725209,0.184646885,0.130589429,0.269437315,0.204976674,0.1413683,0.138657435,0.121243113,0.119898051,0.166496967,0.089510245,0.108044905,0.034817267,0.099219133,0.046571801,0.143676351,0.163070937,0.11358894,0.179767498
METTL15,0.115940556,0.100322672,0.050743063,0.036032125,0.094939764,0.085449818,0.075436039,0.064472445,0.06469283,0.06416577,0.053435443,0.06591717,0.174138132,0.070477786,0.094258359,0.029929131,0.188498911,0.019323196,0.060494784,0.071377109,0.104500708,0.117755042
ARL14EP,0.095630296,0.144495883,0.130075904,0.107435052,0.269050234,0.169144365,0.291274972,0.203019015,0.227918027,0.17059354,0.208546856,0.163304119,0.212742986,0.152043922,0.151244812,0.12365413,0.147022648,0.071970109,0.274232245,0.200392941,0.066987521,0.16203041
DCDC1,0.002036469,0.001055563,0.003578148,0.004578234,0.002680147,0.006640631,0.000713389,0.001472132,0.012713966,0.0094306,0.002082781,0.000236464,0.00083498,0.0010255,0.000571663,0.00090806,0.000674375,0.001345093,0.000623089,0.000227871,0.017541342,0.000147383
IMMP1L,0.044869742,0.059724535,0.111895648,0.073327369,0.128663065,0.095650066,0.119054388,0.120922222,0.113625227,0.116568226,0.090489033,0.049388465,0.079435545,0.03986705,0.057446453,0.054510912,0.040420353,0.025829721,0.08819514,0.080010558,0.070308316,0.079725421
RCN1,0.333973432,0.229195345,0.186623058,0.18248272,0.409325106,0.308201582,0.16232253,0.342024485,0.208863994,0.292767942,0.286875875,0.158803409,0.343453648,0.126016405,0.160051639,0.112068774,0.158136794,0.084001478,0.206314532,0.258453222,0.195522626,0.190295836
EIF3M,0.900394299,0.987612977,0.948437337,0.763666108,3.024051539,1.694937668,1.854773013,1.522941062,1.139086717,1.204360698,1.583499921,1.528237555,1.302256948,1.070892283,0.619686614,0.296350935,0.760310175,0.537157075,2.048211184,1.819729555,0.985743359,1.240413258
QSER1,0.134003158,0.094209661,0.112464951,0.062024095,0.147186572,0.061840582,0.196683211,0.118710744,0.109129127,0.099408291,0.062969779,0.085124487,0.197757866,0.099231895,0.076081417,0.03773608,0.144224973,0.026727425,0.125383651,0.106611253,0.036516447,0.093405803
CSTF3,0.043296582,0.063369161,0.09893385,0.092879197,0.171981147,0.09446289,0.046174578,0.146838226,0.118357229,0.131144261,0.123371736,0.069942946,0.09484527,0.044357349,0.072901982,0.061529475,0.06388182,0.039980046,0.123026116,0.142850473,0.112724782,0.115060271
HIPK3,0.49208342,0.253859504,0.21498277,0.142347727,0.326046485,0.146709252,0.332339029,0.223449395,0.265604535,0.249869796,0.311681225,0.401884871,0.432517417,0.283787424,0.166162692,0.067151241,0.337530875,0.076358591,0.246809678,0.186741252,0.283604934,0.490127162
CD59,1.275444511,1.384199297,1.796602116,2.471876695,2.45014981,1.957930058,2.246919992,2.742970934,2.067127755,2.322098172,1.404187685,0.459412787,0.930898048,0.483369768,1.262240862,0.813022111,0.363647864,0.873183573,1.096839204,2.455185539,2.659932005,0.332330045
FBXO3,0.076518799,0.081824776,0.063470345,0.056781473,0.145505185,0.094763439,0.066709261,0.103088814,0.091995781,0.112769294,0.092537556,0.070619352,0.119518897,0.064017114,0.061095754,0.019457661,0.089855186,0.03859596,0.10056407,0.122468897,0.073141245,0.111201704
LMO2,0.042631091,0.05514095,0.126313135,0.109152993,0.203970701,0.219253758,0.141430411,0.132386362,0.132402061,0.10277135,0.082892098,0.187231651,0.139537905,0.104380538,0.082335139,0.044978802,0.086520101,0.038627813,0.112043365,0.102354485,0.114120829,0.08113962
CAPRIN1,0.552985933,0.546211085,0.49347571,0.338649003,1.218218771,0.488815319,0.997101443,0.658541372,0.528744617,0.561621349,0.673097025,0.533632144,0.804444303,0.460792631,0.451409408,0.202295714,0.459791261,0.186333101,0.708629834,0.743785415,0.374365825,0.676169907
CAT,0.530771496,0.578363532,1.078593294,0.799906218,1.802423423,1.322173544,1.912558504,2.189874417,0.860897644,0.926652927,1.536980296,0.948463236,0.912394896,1.032677076,0.608076636,0.271295097,0.971210404,0.624356574,1.086979112,2.391838792,0.565688235,0.805157424
EHF,0.014397151,0.018602137,0.084784404,0.096664082,0.047589796,0.089140252,0.012707129,0.042757964,0.089963434,0.113984344,0.047617498,0.019297228,0.023906691,0.017952119,0.033650094,0.008410807,0.003521175,0.005375544,0.021507668,0.002471457,0.036040817,0.00504153
APIP,0.366096895,0.324372607,0.742394693,0.673197179,1.805971859,0.877424005,1.281538957,2.460796117,0.522233832,0.617445313,0.845518963,0.714137102,0.443199127,0.844200161,0.400994852,0.548214398,0.352644297,1.217359964,1.258273254,2.065173311,0.487787977,0.297119477
PDHX,0.089366028,0.084440148,0.102820614,0.070007184,0.260481341,0.145922941,0.198888722,0.121051204,0.123900389,0.127370544,0.148813992,0.110264683,0.12189065,0.090224664,0.059773447,0.022009869,0.106179064,0.039562099,0.139932145,0.126869272,0.098167885,0.07841753
CD44,6.218110821,4.101754336,5.199392022,3.604563718,4.227275912,4.526673053,4.210384139,5.478554964,3.496358645,4.218249757,4.428932442,3.528053312,9.218651722,3.04300286,3.403637203,2.077300483,4.07974811,1.253778895,2.986055069,3.092199963,3.899882955,3.341536877
TRIM44,0.345642714,0.38407719,0.38846676,0.203706252,0.706065955,0.279378673,0.719145357,0.398261552,0.366769569,0.374646043,0.442181753,0.512266985,0.601376645,0.410850947,0.341550859,0.189178012,0.351043938,0.138862667,0.522474851,0.366826867,0.217892663,0.373178112
COMMD9,0.251351253,0.430826344,0.361692299,0.401590241,0.944675554,0.547043362,1.006753104,0.769388727,0.426783888,0.502193893,0.646425239,0.520710449,0.594892062,0.43934833,0.38721661,0.237182022,0.290459717,0.180862729,0.672262809,0.680496736,0.192410521,0.717128247
C11orf74,0.05099675,0.061235812,0.099370843,0.062999279,0.250864674,0.182949844,0.152903763,0.166214272,0.148508338,0.153189193,0.109573794,0.070373301,0.064806675,0.075029377,0.067127094,0.077441222,0.051823425,0.055714915,0.141162715,0.134252116,0.102206414,0.032110762
API5,0.303501543,0.26869707,0.171416322,0.160612861,0.382637887,0.228030835,0.219101129,0.259798958,0.249465023,0.272146738,0.334341371,0.258050208,0.433835426,0.213307257,0.19592021,0.119535333,0.206398642,0.089618636,0.300487582,0.333054196,0.161639691,0.229733531
TTC17,0.226116326,0.270152259,0.226717945,0.185204013,0.536427845,0.233168207,0.319267826,0.241166085,0.233499663,0.214395912,0.289007546,0.328020497,0.433336039,0.240047458,0.160062467,0.084847181,0.405360464,0.087142628,0.318674154,0.237600226,0.147669282,0.465428348
HSD17B12,0.351694553,0.477277268,0.468140452,0.289135147,0.882419087,0.452669908,0.684787647,0.83411837,0.498759983,0.554285109,0.740217378,0.464975444,0.693437299,0.29984001,0.332463644,0.166993275,0.546225902,0.200014627,0.532128681,0.563603339,0.379014866,0.338568621
ALKBH3,0.074934054,0.105932959,0.108661745,0.104467754,0.308866211,0.139073695,0.206114253,0.205602186,0.105604528,0.12374255,0.201725127,0.126253675,0.151395954,0.114263454,0.097610257,0.028374018,0.065452913,0.0528898,0.214420181,0.163502536,0.054577909,0.170508315
C11orf96,0.280240057,0.034661175,0.181521968,0.005853788,0.034818073,0.160327431,0.004704632,0.02745881,0.016512244,0.047671338,0.026286978,0.060557918,0.020987023,0.054240134,0.02148315,0.026427607,0.004969805,0.011960088,0.02178918,0.002329318,0.136520614,0.018737991
EXT2,0.11581486,0.096125861,0.096005507,0.072519494,0.182299377,0.125320568,0.114394022,0.131526028,0.104259322,0.119240823,0.125729765,0.071098876,0.129918808,0.067948586,0.083428456,0.039543078,0.093130248,0.032760843,0.114527124,0.129821542,0.059073785,0.041459969
CD82,0.350793542,0.638685165,0.307292162,0.313842423,0.948961615,0.49266616,0.578578258,0.666149209,0.422144845,0.671293862,0.291426516,0.265838302,0.820037211,0.212262923,0.351470246,0.222266933,0.353825514,0.105398886,0.173975257,0.327617193,0.238422275,0.744749452
TP53I11,0.153159917,0.134368765,0.184778387,0.18252816,0.194779379,0.176795247,0.142149394,0.209749014,0.107104149,0.250313162,0.155301633,0.095348407,0.230542618,0.068868724,0.239331812,0.109056386,0.070080393,0.052904346,0.138662199,0.173100294,0.081061988,0.036360779
CRY2,0.086810957,0.078360677,0.049078483,0.032581653,0.107467833,0.075428321,0.105271907,0.097256727,0.058287472,0.058291093,0.04411316,0.096280566,0.088016923,0.104823641,0.085500426,0.024430678,0.166464291,0.023386725,0.078985599,0.080288358,0.048816521,0.435361482
PEX16,0.115366743,0.212475197,0.191783757,0.170881048,0.494481477,0.272905037,0.347948189,0.382578351,0.225185744,0.222991987,0.289587095,0.212481566,0.24106229,0.301342964,0.143617526,0.197388727,0.18495968,0.131949387,0.417069577,0.331225816,0.112988276,0.232807939
