,TILD001,TILD028,VUILD64,VUILD65,VUHD65,VUHD66,VUHD70,VUILD59,VUILD60,VUILD61,VUILD63,THD0001,TILD015,THD0002,TILD010,TILD006,THD0005,VUHD71,VUHD67,VUHD68,VUILD53,VUHD69
FCN1,2.410162038,1.888275161,1.847115629,0.797169947,0.196787803,1.242686935,0.144718903,0.679440984,0.96777597,1.403518312,1.971798809,1.87742337,7.366140727,1.061567026,0.557821783,0.923967797,4.643524027,0.055236269,1.274582388,0.158620586,0.55650802,7.407597181
C9orf116,0.009964028,0.018549989,0.072173896,0.088372659,0.051607246,0.124197739,0.042090228,0.023906943,0.171672893,0.273031432,0.043273646,0.016157599,0.008416693,0.008422946,0.036188057,0.022392303,0.010864881,0.020521154,0.019038339,0.012883753,0.101135047,0.000646667
MRPS2,0.135491486,0.220535884,0.121401915,0.142004953,0.414426146,0.241746518,0.374186584,0.207398541,0.184121248,0.228419795,0.264308467,0.166499838,0.215924303,0.158496754,0.176541024,0.088522794,0.106605705,0.063348275,0.265258038,0.247599731,0.074519919,0.245834415
CAMSAP1,0.091621796,0.071952376,0.1404389,0.073854131,0.215757747,0.095075657,0.197960665,0.134135624,0.073847459,0.113113742,0.100315962,0.102954494,0.116695847,0.068532271,0.067071,0.028713433,0.069231341,0.051604753,0.12297763,0.170296908,0.064583005,0.094313265
UBAC1,0.144139606,0.222539194,0.254991161,0.24719722,0.530254559,0.262275502,0.349593526,0.245349738,0.220769953,0.272193655,0.303857159,0.35386943,0.287956079,0.268454316,0.255853932,0.177055557,0.148327389,0.084661065,0.310524724,0.283012838,0.138371672,0.320973306
NACC2,0.052354127,0.063320961,0.06384872,0.038473011,0.103439079,0.02569641,0.069127816,0.034235394,0.041356751,0.055684221,0.066125972,0.121612188,0.085063692,0.089686072,0.025650201,0.016936243,0.048894679,0.022723489,0.097936514,0.073156043,0.046409229,0.134514336
PMPCA,0.135053601,0.156177963,0.156368436,0.132602384,0.276659971,0.210324642,0.13046378,0.16677945,0.14747371,0.189021499,0.192925126,0.158519749,0.207886653,0.121473438,0.119385314,0.051026756,0.13402141,0.055984771,0.175229063,0.180400643,0.091682541,0.317286122
SEC16A,0.225683253,0.169590293,0.250002065,0.119062979,0.318294064,0.09734241,0.185354393,0.162728028,0.119757282,0.167363376,0.189757972,0.179298921,0.205666907,0.175265028,0.132760471,0.053318479,0.115262547,0.058969357,0.203151616,0.166345707,0.064134327,0.140156584
NOTCH1,0.106650249,0.109412175,0.133207781,0.079687962,0.156462508,0.07159378,0.175781676,0.112245003,0.065914599,0.084534256,0.124422519,0.140283688,0.156630702,0.11966329,0.050466377,0.030786021,0.148586776,0.019408221,0.140235191,0.140196923,0.033255674,0.064304531
EGFL7,0.129245028,0.132529445,0.052106684,0.020963619,0.262507437,0.215782417,0.111999194,0.12793477,0.034675498,0.084314153,0.072969767,0.050327835,0.111596151,0.107719916,0.051256964,0.030189091,0.094107032,0.160950556,0.110739004,0.114145541,0.109307953,0.060356141
AGPAT2,0.330439839,0.69743941,0.644499174,0.620068993,1.619099759,1.075852002,1.088909711,1.406103419,0.585201238,0.80699825,0.984122034,0.898773611,0.689446684,0.933730033,0.644443558,0.255241735,0.459506929,0.455187984,1.244638537,1.253319354,0.369868768,0.390251717
TMEM141,0.178980817,0.366805096,0.418671918,0.395761659,0.923223243,0.699591826,0.399674186,0.612758075,0.480151155,0.693213294,0.56624331,0.404834224,0.37419345,0.303625606,0.393790634,0.459675337,0.18853673,0.186141149,0.418239291,0.513155098,0.218792144,0.314015982
RABL6,0.084837552,0.152172408,0.124686137,0.101102065,0.382096915,0.136483658,0.163163009,0.105115819,0.089411895,0.164224736,0.153858108,0.22929058,0.215657542,0.132195663,0.137191785,0.077108354,0.082895965,0.054240156,0.16229256,0.113176184,0.137520367,0.094860149
PHPT1,0.720981018,0.776620461,1.1210897,0.959353134,1.997396041,1.537120923,1.977480178,1.674890315,1.127553579,1.583983315,1.319879607,0.792224261,0.940732773,0.733571344,1.160376524,1.550299788,0.478146569,0.38513,1.277811282,1.38525693,1.133427611,0.485737192
EDF1,1.623155418,2.186845725,2.153252597,2.02056728,4.106621273,3.216488144,2.679098221,3.073242621,2.506919794,2.845485917,3.015911839,1.945250887,2.143060136,1.707869268,2.152622106,3.08328394,1.175140266,1.122849922,2.885399105,2.853935361,1.405727494,1.761865958
FBXW5,0.29475509,0.467199388,0.45444721,0.421705141,0.928837617,0.457192138,0.727918076,0.418435832,0.399818187,0.594550387,0.596512562,0.524468021,0.591586851,0.368170227,0.426031012,0.10375196,0.269902766,0.156968399,0.583830494,0.472837762,0.268979383,0.441621991
PTGDS,3.478071757,0.617058568,0.252541769,0.140458538,0.060373181,2.225493359,0.032172652,0.290984478,0.084182556,0.94330061,0.18116866,0.034220661,0.380361271,0.081894271,0.503263826,0.73512526,0.073875918,0.132296503,0.045820138,0.030118728,0.570259812,0.025631002
CLIC3,0.020349426,0.019160875,0.092605268,0.051799739,0.052525213,0.463180213,0.030110289,0.064552236,0.06846998,0.173529926,0.151572909,0.033927244,0.046476644,0.038325184,0.030319566,0.021438831,0.024316471,0.01160555,0.054247036,0.007781002,0.040512981,0.01928549
NPDC1,0.120489832,0.111942015,0.086139494,0.145168598,0.08795069,0.145662496,0.022189354,0.050443788,0.065248041,0.187976395,0.125735142,0.0271837,0.117151212,0.046120438,0.05102511,0.045366102,0.037132969,0.024447262,0.05293918,0.042997625,0.147265898,0.026891745
MAN1B1,0.145585485,0.17549984,0.208438608,0.190277527,0.350790386,0.216531312,0.201940013,0.282072195,0.20087121,0.192780424,0.286460745,0.198195532,0.239507325,0.155304909,0.147100447,0.057595852,0.153868662,0.081405826,0.227559827,0.249403129,0.116806751,0.217085967
DPP7,0.899944398,1.357719669,1.290825847,1.35264983,2.575468037,1.528820485,1.537721517,1.773224255,1.148884741,1.788050409,0.902551942,1.11441249,1.556630541,1.104616937,1.338986369,0.262261454,1.189550065,0.64719135,1.581842228,1.910435003,0.989435004,1.045459406
LRRC26,0.004828382,0.006911661,0.04424329,0.103996679,0.019354146,0.034249914,0.014098148,0.022284421,0.035316465,0.083812153,0.011378158,4.91E-05,0.014276816,0.000995808,0.006581485,0.006634428,0.00169022,0.002992682,0.006747151,0.000894344,0.025261814,8.70E-05
ANAPC2,0.083808808,0.098381878,0.118948948,0.093631383,0.175797831,0.106123069,0.158741817,0.126003809,0.088511617,0.097428607,0.173669905,0.128421542,0.144344839,0.120814808,0.078916777,0.02498481,0.111540599,0.056081669,0.14874703,0.152212331,0.049152799,0.180885583
SSNA1,0.370064511,0.641407125,0.614929865,0.485172531,1.107086918,0.798164594,0.959765644,0.834988281,0.642255363,0.759261141,0.831056756,0.606444591,0.79460113,0.508055456,0.712704978,0.741940108,0.340563937,0.24182816,0.813591583,0.775598082,0.340085725,0.518152021
TUBB4B,1.692402246,1.307072908,1.282892616,1.169182311,1.094465978,1.514307898,1.418880381,1.681667209,0.869945246,1.853318057,1.73325533,0.890848771,1.629857859,0.901074639,0.873298239,0.364205476,0.612583683,0.437911005,0.749054269,1.563634943,1.197331018,1.214413973
NELFB,0.072709758,0.066647543,0.149393167,0.122885242,0.222667865,0.07732378,0.167054606,0.1018088,0.105776363,0.107972326,0.130864829,0.122225454,0.088218022,0.059665701,0.063686476,0.034643979,0.06146454,0.035314891,0.112122997,0.131292463,0.055555751,0.04569247
ARRDC1,0.17633228,0.316526759,0.278383131,0.251266534,0.620040597,0.39325187,0.396550651,0.46006022,0.333034105,0.360440559,0.431925636,0.408852997,0.411063333,0.389158183,0.253302986,0.072978804,0.356444716,0.123471747,0.484702262,0.401531149,0.114011361,0.370110757
EHMT1,0.207035849,0.262468008,0.217365575,0.132838398,0.292642697,0.146296589,0.244873642,0.158548306,0.169842954,0.180548754,0.209705693,0.263710525,0.349874129,0.218785827,0.173482036,0.18604377,0.291791105,0.05842809,0.216354716,0.195896739,0.101657313,0.450094317
BET1L,0.260082811,0.148354263,0.162224298,0.128607454,0.356316385,0.201919905,0.19534098,0.190104089,0.15242946,0.252721369,0.259709974,0.267327044,0.197529998,0.193934491,0.146776543,0.105063231,0.141707433,0.06916914,0.215471552,0.173053328,0.07369088,0.152764233
RIC8A,0.195199054,0.177717444,0.244424552,0.179362908,0.422965555,0.196275197,0.235935447,0.213531185,0.185689322,0.264381081,0.317814142,0.197067374,0.30637299,0.160250671,0.155387904,0.047317303,0.152943977,0.075910961,0.247430973,0.244749602,0.101940823,0.237674109
PSMD13,0.385133257,0.52186127,0.496595448,0.462149748,0.653649749,0.454081223,0.36983118,0.539807474,0.424910592,0.534160944,0.689278028,0.41805036,0.726351391,0.379923143,0.399242203,0.108413065,0.358088594,0.210856341,0.530750789,0.572475961,0.303009924,0.635517971
IFITM2,3.822863176,2.563604215,1.986751344,1.609829744,1.827759956,3.588905427,0.927748027,1.220679662,1.867801346,3.130858857,3.508258005,4.919071238,3.068834114,2.666821316,1.674858337,2.341822766,2.412016488,0.581191112,3.051351486,0.67648741,0.974239634,6.055299323
IFITM1,1.260505376,0.590293744,0.571849821,0.64236274,0.330742635,1.298075322,0.137182965,0.387403474,0.512613711,1.550027721,1.255864778,0.534089782,0.826796418,0.261752546,0.278057183,0.631638377,0.378399656,0.150007218,0.511478422,0.103397219,0.314928115,0.681341463
IFITM3,6.844064928,4.235102265,3.510560167,3.003222371,3.367241451,6.115123979,7.606532479,4.267537278,3.52189303,7.274265333,3.447808615,3.857519963,5.820675511,3.385757095,3.973636661,3.740100504,2.621848499,1.426455517,5.835601691,1.362488405,1.695361994,7.15515169
SIGIRR,0.289378152,0.315437086,0.338872146,0.389264864,0.570667725,0.402160437,0.225154072,0.269127342,0.281849626,0.40143885,0.335424778,0.40731608,0.47203124,0.372881582,0.297129899,0.275749348,0.252030962,0.112004752,0.309725845,0.245419366,0.163025702,0.400753775
RNH1,1.539764635,2.668508748,2.702208852,2.183402676,5.715228935,2.680630993,3.927654579,3.388047118,1.967108189,2.820519063,3.939864015,2.274978966,3.623265691,2.18146852,2.238839693,0.57054295,1.679689969,1.186796837,3.235872312,4.132118424,1.357733987,2.515357129
HRAS,0.080436073,0.104672773,0.122289418,0.103837545,0.252102158,0.067033767,0.278011953,0.085300743,0.083094137,0.110082641,0.117884651,0.138265475,0.149611436,0.079835837,0.162258309,0.072066086,0.037232486,0.038931303,0.119597202,0.076499765,0.143206688,0.035090023
RASSF7,0.031695766,0.089670677,0.150929143,0.137722208,0.20227963,0.267660411,0.144673373,0.163915127,0.126554008,0.150828226,0.196795128,0.15997069,0.115087989,0.158325657,0.08316308,0.022584206,0.060304849,0.054033109,0.200124656,0.154731241,0.051020714,0.040677251
PHRF1,0.096209188,0.137318244,0.119771095,0.060823481,0.149961791,0.062638934,0.139382216,0.08156567,0.082531615,0.088773961,0.097798323,0.131902862,0.192261021,0.128654548,0.1022723,0.077544582,0.112696769,0.021792304,0.084979941,0.087612078,0.032953937,0.225962054
IRF7,0.439388963,0.305759014,0.418076264,0.202030852,0.586400915,0.466253152,1.365348268,0.605981734,0.250228923,0.552179964,0.657964886,0.467266151,0.708604084,0.230682063,0.215986643,0.041771387,0.591038323,0.125764882,0.415992988,0.242734029,0.170262265,0.458111336
EPS8L2,0.019580032,0.01128893,0.069126383,0.071278035,0.029026941,0.072905542,0.016895162,0.02757893,0.077863612,0.094078887,0.039054346,0.019070627,0.020904806,0.009557194,0.032606451,0.009273857,0.006128992,0.003982525,0.013348497,0.001558679,0.033483335,0.021002563
TMEM80,0.064470173,0.106428337,0.078168605,0.099159896,0.232731884,0.12757792,0.151195401,0.103195243,0.155365027,0.082069358,0.10557086,0.130646672,0.116517199,0.136572391,0.076096382,0.09060116,0.106042471,0.027766312,0.212660091,0.200134864,0.041890244,0.126245315
TALDO1,1.495044814,3.373879347,2.30803889,2.095560001,6.811064376,3.167915299,5.065192902,3.491056237,1.848569611,3.366942659,3.883193689,2.373910782,2.55995733,2.062002112,2.631918465,2.04492566,1.558111741,1.980068449,3.125978654,4.469643632,1.220980115,2.790262004
RPLP2,11.33295805,9.31213638,15.47254716,11.59673848,29.86241429,24.79858658,25.40805281,18.8317921,16.14211029,19.13785317,18.49909609,19.33417629,13.30092046,15.26312991,12.99506477,16.77924329,7.901032776,7.133598499,23.29755736,18.74878261,12.56179892,14.52807564
PNPLA2,0.535838566,0.723021492,0.619769573,0.458421899,1.686097755,0.961007331,1.432852891,1.175558218,0.498756779,0.690938625,0.979835424,0.871968005,0.91781082,1.21146966,0.442526268,0.114212914,0.706764007,0.376102979,1.022611625,1.063402668,0.162499713,0.460720074
CRACR2B,0.017019694,0.040139572,0.092481712,0.12681358,0.147970573,0.144102902,0.104672346,0.127132242,0.105115391,0.128743603,0.061448847,0.022711202,0.033984422,0.054210071,0.040291617,0.021402219,0.054510706,0.036657913,0.097753722,0.061030621,0.052901272,0.019757222
CD151,1.028943903,0.982409077,1.657640914,1.794367392,2.238983806,1.62179966,1.922397271,2.810000935,1.392973859,1.174813776,1.217990248,1.054282068,1.896443105,0.951660872,1.227052251,0.629606304,0.825487697,0.66095168,1.805015707,2.265053608,0.600564413,1.038565346
POLR2L,2.215474247,1.056905897,2.989545875,2.43634668,3.109270182,3.558619758,2.350125099,4.340515945,2.753278463,4.03240286,3.155492993,1.788096934,2.339981558,0.920516592,1.813462773,2.439408723,0.568897445,0.85286932,2.153514381,2.782090543,2.908880366,1.089614738
TSPAN4,0.580224144,0.554862368,0.480494114,0.669314044,1.139087144,0.652272915,0.261052905,1.051958535,0.61804309,0.659727334,0.877117227,0.306842049,0.545420228,0.380463437,0.774323178,0.439640289,0.558394099,0.201554084,0.486449501,0.684951697,0.548512969,0.287096317
CHID1,0.249177759,0.334944496,0.394848299,0.409905797,0.719807447,0.399946094,0.310623318,0.514781085,0.455674155,0.442159999,0.44563636,0.167392208,0.34732499,0.19043645,0.332621336,0.244040127,0.192544431,0.128299308,0.390174303,0.682123701,0.260942287,0.198046549
AP2A2,0.229007063,0.315393221,0.322549752,0.343326777,0.5352469,0.180413475,0.311562518,0.18798993,0.267436796,0.305775849,0.356268896,0.316722842,0.259037275,0.207053986,0.260103922,0.09822955,0.181382461,0.061788807,0.291449749,0.367470136,0.11948781,0.260476705
MUC5B,0.040173004,0.066128959,0.219199552,1.271928293,0.142744503,0.078769475,0.024324342,0.207625313,0.05105628,0.617413761,0.059797751,6.50E-05,0.0207209,0.001138849,0.118373902,0.040247203,0.002097665,0.036290481,0.008142728,0.002466942,0.042367256,0.000125848
TOLLIP,0.266017031,0.344129914,0.309369806,0.260219485,0.725357352,0.352409078,0.489829728,0.419288014,0.297038156,0.426734967,0.473996808,0.425592578,0.428928013,0.314023543,0.313829604,0.287172389,0.191349613,0.127472673,0.475171839,0.440949976,0.211623571,0.387215904
CTSD,12.60510617,18.2167154,21.4790069,25.92509651,73.79327857,31.46525312,63.83727295,47.10390546,41.02388466,43.62533212,47.39855554,19.43779237,30.47102857,20.65348495,20.83892064,6.407341478,24.71571406,16.46265374,28.7245147,63.79838883,15.14908695,11.09243402
SYT8,0.026901838,0.050562111,0.085425442,0.175250117,0.006585212,0.023151464,0.006474871,0.06915834,0.233762121,0.107509427,0.015176084,0.003378571,0.018672886,0.00301415,0.119549466,0.007183427,0.002228152,0.006374838,0.007382247,0.001169719,0.042924818,9.30E-05
TNNI2,0.076219291,0.068977023,0.310222487,0.180233743,0.798393318,0.174682431,0.656527892,0.766727393,0.166646474,0.143701715,0.220724469,0.160594188,0.112544992,0.117862423,0.182433241,0.258407577,0.116734922,0.242031423,0.611454479,0.366129962,0.132520289,0.085006913
LSP1,3.053144253,3.086286502,3.768583573,2.351852313,2.039780933,3.548460823,2.679252544,2.961383837,3.335561824,4.012589328,3.852458427,1.310058602,5.791185142,1.69958757,2.800376143,0.665465186,3.891567656,0.617007985,3.641452607,0.932926108,0.985193099,2.707055427
MRPL23,0.035312761,0.026153228,0.065930453,0.017817091,0.515864241,0.130724381,0.598693087,0.121464241,0.13260845,0.323663391,0.192583567,0.258623278,0.122629335,0.037256274,0.037357393,0.040183156,0.031911139,0.050927888,0.155212337,0.123933129,0.599057808,0.031134865
IGF2,0.675734034,0.015857112,0.006269354,0.001880361,0.003352529,0.0209458,0.004430219,0.01662432,0.004564517,0.010215661,0.009140856,0.001561902,0.014525346,0.008544939,0.005211607,0.022018243,0.020271307,6.51E-05,0.000484809,0.00112708,0.013291339,0.005791151
CD81,1.015153728,1.706683843,2.559628263,1.513377324,7.421018798,1.753442233,9.555731866,3.328654521,2.798729792,1.780655859,2.094608959,2.208547654,0.83255109,1.695880714,1.635535436,0.934593365,1.146726584,1.281768405,3.207663091,4.200179698,2.038788993,0.503638537
TSSC4,0.185241762,0.27193392,0.275545551,0.172180375,0.42298689,0.204508174,0.444080226,0.242511108,0.191170996,0.272982571,0.310909886,0.206781718,0.289403336,0.211659559,0.184229268,0.111001722,0.128679893,0.10556126,0.335231004,0.284772121,0.141227862,0.243404728
KCNQ1,0.12641397,0.116901671,0.115619011,0.075607638,0.224674371,0.11272145,0.169218091,0.099461975,0.08480263,0.100684046,0.114123552,0.206207457,0.127537834,0.132480858,0.084526712,0.034297261,0.115397443,0.0286828,0.194189391,0.088127332,0.038533816,0.088957363
CDKN1C,0.129737139,0.054361704,0.036721993,0.019422172,0.069449932,0.093086897,0.020830477,0.042535016,0.041074401,0.042751489,0.052555207,0.107600741,0.192591905,0.09090282,0.0220083,0.040058449,0.105173445,0.009998189,0.028827972,0.021242016,0.076014628,0.200849732
SLC22A18,0.112060082,0.292826674,0.16935301,0.161504037,0.580531948,0.156219086,0.487924599,0.343244797,0.22089868,0.227312078,0.119341695,0.130888981,0.207647594,0.125097621,0.137952463,0.067114372,0.1786311,0.091745624,0.221037908,0.268591858,0.134062715,0.053922379
NAP1L4,0.230937633,0.255854935,0.282055451,0.239202178,0.365641478,0.260291627,0.297738718,0.218558203,0.267082355,0.347898458,0.40121451,0.215852448,0.420115417,0.210898111,0.216728234,0.190158541,0.247846954,0.053425468,0.271816149,0.24418161,0.140664396,0.352269213
CARS,0.111748231,0.144294298,0.180183171,0.130734192,0.297945503,0.183740979,0.194167326,0.172354434,0.138735168,0.194899713,0.264254079,0.140553531,0.224151176,0.138649549,0.090286472,0.049653135,0.125190616,0.053076408,0.138508394,0.169696158,0.086079299,0.232044931
ZNF195,0.063896506,0.099720558,0.108007547,0.093513918,0.18855113,0.118630853,0.185710957,0.116943666,0.096393296,0.101782353,0.135854751,0.109012326,0.149613312,0.101209057,0.081015116,0.03107234,0.082933461,0.040138121,0.128329802,0.13763277,0.025019347,0.104349264
NUP98,0.509238349,0.444411832,0.222340926,0.129389938,0.401180337,0.199741788,0.336184338,0.259425537,0.181763295,0.209769604,0.26428095,0.361210953,0.587747393,0.347884575,0.215340351,0.108306597,0.514220423,0.059131924,0.275399632,0.24980752,0.181939185,0.642605744
RHOG,1.117529562,1.814213871,1.506006963,1.403860134,3.923518629,1.769305453,3.324001661,2.160341695,1.498683422,1.533373507,2.158251127,2.71556098,2.457017625,2.074232161,1.469708339,1.335531143,1.350095609,0.728731548,2.791372606,2.308390685,0.567173459,2.266556449
STIM1,0.115629189,0.126110861,0.191566074,0.123392974,0.316850605,0.123741335,0.262659168,0.211183313,0.10530131,0.143211469,0.204711968,0.222208783,0.235687512,0.161578858,0.108665477,0.06437541,0.167052426,0.083856234,0.182835291,0.230310853,0.050594753,0.217492947
RRM1,0.087610531,0.106519426,0.105840635,0.104348074,0.250807988,0.145867322,0.122594264,0.198020642,0.182880556,0.134980772,0.163918607,0.113138524,0.141456712,0.091098475,0.082265742,0.062596029,0.098298191,0.037300084,0.152341642,0.161289691,0.105603563,0.096490564
TRIM21,0.058555427,0.111233919,0.129058261,0.102661028,0.219606296,0.137241929,0.370398729,0.20202584,0.09757225,0.115516219,0.163234064,0.115791684,0.202013093,0.116507818,0.098505063,0.052131752,0.132512655,0.05221232,0.196682457,0.159543243,0.033083012,0.111602484
HBB,1.93E-05,0.011054632,0.011398842,0.009091307,2.788010377,0.034068608,0.002643076,0.451041781,0.005513266,0.056447046,0.007887262,0.011848353,1.316412907,0.013566056,0.018626282,0.007350712,0.844299394,0.066761958,20.18975991,1.253497728,0.005025043,5.14E-05
TRIM22,0.313024321,0.624642822,0.450421278,0.24509896,1.707441582,0.536904684,2.654187199,1.022968471,0.452900802,0.540177163,1.006226011,0.747603586,0.734300505,0.703803408,0.280002637,0.146660399,0.710478264,0.272403693,1.304289321,1.109726694,0.240857236,0.748893489
FAM160A2,0.073329788,0.079004516,0.107920622,0.078022963,0.17858768,0.090039889,0.139756695,0.069840984,0.09963014,0.091969256,0.118833154,0.09519709,0.176551434,0.076209127,0.049677057,0.02231039,0.105854836,0.024254738,0.103226317,0.098983682,0.066740711,0.166485861
SMPD1,0.084403634,0.098201414,0.152454549,0.124038391,0.248963403,0.168556747,0.154536233,0.117508514,0.133110358,0.15970303,0.175431844,0.063214755,0.141047162,0.061620014,0.11379137,0.025066485,0.091924947,0.038780448,0.0754418,0.146085839,0.130945977,0.114065783
APBB1,0.015172782,0.011072836,0.020928266,0.013496091,0.010226103,0.038016142,0.015769343,0.009014624,0.021366832,0.042049272,0.020924406,0.008185787,0.018549966,0.006934349,0.006746529,0.002333568,0.008469775,0.005672297,0.010216697,0.004812098,0.013427164,0.008012332
ARFIP2,0.084548284,0.135621318,0.132667151,0.132244328,0.240498567,0.151894389,0.15846645,0.116959821,0.131365002,0.195941905,0.172551315,0.164686355,0.167138242,0.112955687,0.107064487,0.0210969,0.092093533,0.047769314,0.167056178,0.148050053,0.07455215,0.146855673
TIMM10B,0.036559842,0.092257853,0.082625715,0.086065946,0.200571753,0.132695411,0.186269175,0.160626504,0.132168643,0.139369805,0.11010119,0.114678816,0.099759047,0.079321321,0.078480912,0.048972398,0.118628921,0.029719085,0.12616326,0.133134769,0.104320563,0.021232814
RRP8,0.068345764,0.098807133,0.086909343,0.099102462,0.213884319,0.102867555,0.182630936,0.141171733,0.140840518,0.108351938,0.173961808,0.101977335,0.140423793,0.14233838,0.093983186,0.075163392,0.100556977,0.034377328,0.126100796,0.148097606,0.050512063,0.090244768
ILK,0.471166419,0.61683353,0.609595294,0.541107307,1.017928352,0.557677104,0.785523563,0.670641852,0.463077375,0.56394239,0.880767984,0.573006554,0.949083108,0.515397515,0.538181483,0.138137658,0.397468031,0.249084101,0.765487249,0.79564684,0.301873748,0.653467295
TAF10,0.148236812,0.315774803,0.276672722,0.19757584,1.191953274,0.386327919,0.831480861,0.607467237,0.342546475,0.381138523,0.36904207,0.402530507,0.309898781,0.317982373,0.293140891,0.274010954,0.137949128,0.213791528,0.499712506,0.340422914,0.165423815,0.153093368
TPP1,1.507795889,1.288086601,1.3486519,1.160228003,2.598737245,1.431878856,2.02844864,2.039894255,2.134585765,1.854496612,1.645520709,1.267079333,2.124289014,0.971566478,0.984674579,0.530955278,1.781672715,0.526275085,1.346888392,2.060880181,1.566806319,1.853340495
MRPL17,0.167322005,0.360173032,0.356471217,0.387856498,0.730480385,0.432475599,0.57077968,0.627524341,0.377592948,0.454250643,0.549431482,0.195258181,0.342562031,0.218316266,0.445176551,0.454114967,0.156277454,0.183180096,0.488685018,0.500170835,0.126419215,0.231056035
EIF3F,1.229833108,2.013471205,1.46466835,1.376167354,5.80864473,3.016333853,3.41269676,2.363258873,2.032982144,2.189967239,2.451740188,3.167702816,2.089532477,2.708052265,1.482006996,1.520388189,1.143736387,0.82618437,4.162872508,2.914929557,0.872157253,2.237504518
RIC3,0.006876937,0.021616113,0.035886402,0.090294323,0.018635295,0.035643221,0.012179483,0.03013586,0.030062399,0.03101721,0.016326023,0.005552295,0.011381388,0.007117891,0.014650665,0.011120443,0.011490092,0.005376501,0.024374445,0.015483257,0.008878384,0.029768402
STK33,0.0055288,0.00722417,0.040995143,0.017852702,0.011337588,0.058404227,0.006506873,0.009113125,0.047861469,0.05814105,0.015138583,0.004005885,0.005502439,0.004625786,0.011446276,0.004798791,0.00394239,0.004034771,0.006136625,0.001108015,0.028382965,0.001550789
RPL27A,4.092014681,3.286003247,2.854510764,2.483925022,8.591505127,5.482946003,6.416355384,3.753161135,4.751873114,4.966424156,4.022366988,5.758671613,4.206618541,4.343593769,3.760540355,5.438853609,2.036331144,1.093668714,6.978078974,3.975638266,12.37552387,5.539368717
ST5,0.03250772,0.036963118,0.053886122,0.045206843,0.063242221,0.132701519,0.043598332,0.049275531,0.067898904,0.049558776,0.035031561,0.022964992,0.028331988,0.015906852,0.046528666,0.01304746,0.018987714,0.01100969,0.029227868,0.032721998,0.032289601,0.022951164
AKIP1,0.145925699,0.294145799,0.265717505,0.286507683,0.626896875,0.356438512,0.37736964,0.388244018,0.307604033,0.298031998,0.342789355,0.215899258,0.267742397,0.191031841,0.323616033,0.233825586,0.148226804,0.095284992,0.401232863,0.341569972,0.148895387,0.176131016
C11orf16,0.001364715,0.000952858,0.015372302,0.007737324,0.007986113,0.017182642,0.003366138,0.002581295,0.012803088,0.014900496,0.007151653,2.08E-05,0.001475129,0.001127881,0.001573364,0.000726521,0.001066024,0.001916313,0.003001317,0.001101927,0.022723113,0.000228181
TMEM9B,0.416498275,0.609825295,0.543201688,0.468536319,1.183992479,0.674306869,0.929490091,0.992909214,0.619769198,0.604755669,0.879479623,0.622353265,0.839487049,0.515581386,0.496020004,0.152578089,0.485116192,0.362179648,0.959770144,0.981901186,0.594102135,0.553177917
DENND5A,0.288567876,0.1839421,0.255356503,0.213912295,0.640888632,0.231837608,0.534304472,0.524053374,0.190971721,0.228748769,0.279919307,0.353411604,0.356038738,0.276879203,0.150690434,0.080553264,0.242517003,0.16927507,0.355647109,0.56466361,0.239573825,0.242108254
TMEM41B,0.163809954,0.143998634,0.124679953,0.093842434,0.170727013,0.182094404,0.133472821,0.210767604,0.127396608,0.151661898,0.12728918,0.150500167,0.197092902,0.114370142,0.067253132,0.06308799,0.148411884,0.049505335,0.154544277,0.168353685,0.197705572,0.164591895
IPO7,0.741048251,0.582498959,0.351295452,0.209050115,1.211068922,0.39120782,0.600760124,0.586713369,0.568431843,0.483126358,0.466577204,0.468499862,0.789716515,0.311615647,0.397459463,0.1774736,0.402652096,0.126973401,0.780507042,0.769942172,0.42795118,0.409154724
ZNF143,0.109316029,0.088775947,0.088071344,0.052947187,0.188052269,0.070272518,0.198701964,0.108697001,0.078159044,0.091457295,0.154654883,0.106350862,0.214857883,0.107520471,0.056703644,0.046436703,0.154124571,0.025241416,0.134149585,0.119223796,0.053544411,0.184468296
WEE1,0.036914915,0.026819468,0.091194906,0.036335317,0.019523264,0.039895779,0.018430852,0.045523287,0.062621466,0.048790996,0.044023221,0.010999646,0.017576172,0.008460505,0.035838615,0.009553962,0.007483197,0.011684772,0.011495302,0.011202176,0.116432202,0.016760146
SWAP70,0.45698956,0.450415978,0.341702351,0.270083752,0.535442587,0.289240423,0.398154499,0.235176689,0.422581047,0.372675491,0.390504937,0.409052047,0.741722042,0.379439686,0.314135714,0.160138142,0.376726112,0.055014922,0.362228929,0.316427611,0.236554162,0.6649547
SBF2,0.236059531,0.284408324,0.138110408,0.104797495,0.411881342,0.144621353,0.25615791,0.166234722,0.146353054,0.178703409,0.167536844,0.315197602,0.444633135,0.258996144,0.155708472,0.121424834,0.428262091,0.058589652,0.240559798,0.221923338,0.095922865,0.271892175
ADM,1.478400534,0.521800773,0.313435459,0.27593635,0.943813128,0.667074074,0.351369674,0.420257261,0.452446432,1.033284068,0.570501036,0.579084393,0.452229057,0.507670109,0.296110997,0.116531239,0.235745027,0.088760903,0.220690861,0.396163339,0.183556831,1.422750188
