geneName,ipf_n,control_n,ipf_mean,control_mean,ipf_sd,control_sd,contrast,diff,SE,tratio,pvalue
OR5I1,103,103,0,0,0,0,ipf - control,0,0,,
ZNF232,103,103,8.612306663,8.619427671,0.650248945,0.552392345,ipf - control,-0.015562609,0.087544896,-0.177767179,0.859091302
MIS12,103,103,9.330792661,9.469310579,0.415786235,0.434781184,ipf - control,-0.115296712,0.061717243,-1.868144256,0.06324974
CD300C,103,103,8.314143923,8.924992676,1.072077439,0.733343831,ipf - control,-0.666383784,0.128596882,-5.181959103,5.48E-07
CD300A,103,103,9.685426131,10.2085735,0.69108789,0.759464302,ipf - control,-0.541165925,0.10120545,-5.347201388,2.50E-07
TEKT1,103,103,8.718815937,7.001721343,2.081150949,2.159172835,ipf - control,1.66149922,0.304609752,5.454517495,1.48E-07
HID1,103,103,8.964413573,9.135987013,0.806517942,0.769415915,ipf - control,-0.163801683,0.112425804,-1.45697587,0.146739717
MRPL58,103,103,6.733065574,6.850826049,0.695854998,0.750559518,ipf - control,-0.081554389,0.103328667,-0.789271665,0.430916787
ATP5PD,103,103,8.268137191,8.476659457,0.586644717,0.411660578,ipf - control,-0.172904094,0.07259184,-2.381866803,0.018192062
TMEM88,103,103,9.226455564,9.921124509,0.684361284,0.812486831,ipf - control,-0.698479101,0.107219199,-6.514496542,6.12E-10
EVPL,103,103,8.477707596,9.131761108,0.73436642,0.715387422,ipf - control,-0.634835042,0.105560082,-6.013968793,8.84E-09
SRP68,103,103,9.887351545,10.03993386,0.441224987,0.344663084,ipf - control,-0.155725605,0.057640672,-2.701661861,0.007510482
MGAT5B,103,103,5.170292369,6.25611269,0.97764838,1.069157735,ipf - control,-1.065370096,0.14680763,-7.256912321,9.28E-12
TMC8,103,103,10.07889007,10.27739462,0.761560772,0.676474241,ipf - control,-0.171366877,0.100583269,-1.703731434,0.09003249
TK1,103,103,6.319127177,6.510195739,0.794486805,0.853019497,ipf - control,-0.197865744,0.114254335,-1.731800755,0.084898618
TMEM68,103,103,8.588141023,8.549799124,0.767489828,0.509851141,ipf - control,0.033000501,0.094205846,0.350302046,0.726492072
GSDMA,103,103,5.198585854,4.775292529,1.296530137,1.105153184,ipf - control,0.423836571,0.174559578,2.428033887,0.016093435
TMEM99,103,103,8.984976266,8.891312612,0.580497058,0.573351439,ipf - control,0.099448602,0.08359099,1.189704803,0.235616401
GHDC,103,103,8.544775148,8.775095768,0.508063098,0.459058025,ipf - control,-0.21274198,0.06922629,-3.07313855,0.002422983
FAM234A,103,103,10.3117238,10.43305976,0.495829401,0.386452568,ipf - control,-0.105034279,0.064775295,-1.621517577,0.106530789
ZNF598,103,103,9.184923879,9.333039491,0.526910432,0.477975511,ipf - control,-0.121807909,0.073116684,-1.665938648,0.097339492
RAB26,103,103,6.521490565,5.299621128,0.984895961,0.737735957,ipf - control,1.265562123,0.124867936,10.13520494,1.21E-19
MLST8,103,103,10.2182369,10.40242565,0.383979518,0.463586165,ipf - control,-0.171775345,0.061290296,-2.802651587,0.005582842
E4F1,103,103,7.627404096,7.772922286,0.637889253,0.576757199,ipf - control,-0.126375785,0.088518473,-1.427676973,0.15499258
DNASE1L2,103,103,4.7676301,5.106416005,1.051540939,0.873909838,ipf - control,-0.283930166,0.138524939,-2.049668224,0.041742408
ECI1,103,103,10.71400815,11.08542871,0.36491159,0.37107604,ipf - control,-0.376438613,0.053332962,-7.058273137,2.92E-11
CASKIN1,103,103,2.789831729,1.719861252,1.61727082,1.602818515,ipf - control,1.120037175,0.233456633,4.79762412,3.20E-06
ABCA3,103,103,9.198837922,10.6614849,1.57036964,1.344355606,ipf - control,-1.433955645,0.212334903,-6.753273357,1.64E-10
KCTD5,103,103,5.61718437,5.744802655,1.137042823,1.009569861,ipf - control,-0.096888343,0.151494924,-0.639548442,0.523220698
SRRM2,103,103,14.10232023,14.24426494,0.688275219,0.53253841,ipf - control,-0.108106247,0.088538669,-1.221006017,0.223565601
NLRC3,103,103,5.839504713,5.490416632,1.164185855,1.103029082,ipf - control,0.378576781,0.158311815,2.39133624,0.017742908
SDHAF2,103,103,10.77058473,10.94234362,0.29387264,0.402448426,ipf - control,-0.16354904,0.050357891,-3.247734086,0.001370777
DDB1,103,103,12.07696032,12.03245803,0.315121882,0.323189518,ipf - control,0.046326352,0.046158722,1.003631598,0.316806393
VPS37C,103,103,6.883390442,6.985706402,0.835432315,0.861506009,ipf - control,-0.125859623,0.121328761,-1.037343682,0.300866945
VWCE,103,103,6.57582418,4.78598518,1.024709227,1.179447769,ipf - control,1.856148918,0.156849811,11.83392515,1.13E-24
RAB3IL1,103,103,6.397474007,5.79775762,1.062327577,1.362113945,ipf - control,0.641954669,0.175286364,3.66231951,0.000322314
BEST1,103,103,8.188723793,8.621896499,0.603038651,0.493000689,ipf - control,-0.435620364,0.078189216,-5.571361197,8.36E-08
FTH1,103,103,17.4568616,17.81097091,0.603049646,0.527916441,ipf - control,-0.387805105,0.079827878,-4.85801597,2.44E-06
BSCL2,103,103,11.70679933,11.42093042,0.606816159,0.532785102,ipf - control,0.267101674,0.081274227,3.286425291,0.00120431
POLR2G,103,103,8.92031066,9.232953466,0.597570905,0.479268666,ipf - control,-0.270911147,0.077446136,-3.498058908,0.000581082
SLC3A2,103,103,12.16708039,12.53967264,0.442896669,0.525363251,ipf - control,-0.364460758,0.06704687,-5.435910136,1.63E-07
HRASLS5,103,103,6.18074765,6.163762898,0.690632165,0.938775443,ipf - control,0.049121511,0.118637306,0.414047765,0.679296527
SPINDOC,103,103,7.317797447,7.527128156,0.795463234,0.698636646,ipf - control,-0.190256601,0.107686886,-1.766757382,0.078841348
ATG16L2,103,103,11.39679916,12.00409568,0.703975895,0.61406119,ipf - control,-0.609819674,0.093775694,-6.502960915,6.52E-10
C2CD3,103,103,9.456074018,9.489875716,0.50590933,0.341431042,ipf - control,-0.037513093,0.062864884,-0.596725715,0.551386242
TRANK1,103,103,8.944701748,8.916349893,0.64079582,0.6452093,ipf - control,0.036838131,0.090458602,0.407237451,0.684282582
TTC21A,103,103,9.805220391,9.398625978,1.173626926,0.796523885,ipf - control,0.397938145,0.144014788,2.763175583,0.006275266
RPSA,103,103,12.32089624,12.45541857,0.941759512,0.999330189,ipf - control,-0.094185353,0.137004483,-0.687461831,0.492612793
ENTPD3,103,103,7.629259964,7.311940024,0.73761146,0.787944266,ipf - control,0.31817771,0.108906197,2.921575799,0.003895835
CTNNB1,103,103,10.38673987,10.20422809,0.600219324,0.527342212,ipf - control,0.160974376,0.080608733,1.996984329,0.047224636
ULK4,103,103,7.005046246,6.95128776,0.85869578,0.759262041,ipf - control,0.02675407,0.117313652,0.228055899,0.819842973
FADD,103,103,9.202949487,9.289933529,0.386297392,0.503835674,ipf - control,-0.079017661,0.063963256,-1.235360211,0.21819041
LTBP3,103,103,12.03220058,11.95763533,0.544103722,0.530486939,ipf - control,0.092505076,0.075863951,1.219354836,0.224189985
NAALADL1,103,103,9.510455577,9.90005973,0.5060392,0.465248661,ipf - control,-0.394477288,0.069984584,-5.636631217,6.05E-08
SAC3D1,103,103,8.304922165,8.519843303,0.619182783,0.629675808,ipf - control,-0.186110832,0.08992066,-2.069722697,0.039803167
BATF2,103,103,5.934696424,7.429421367,1.438237919,1.135480549,ipf - control,-1.404085432,0.185164421,-7.582911585,1.37E-12
SLC22A11,103,103,2.934777635,1.995350828,0.957750489,0.947318728,ipf - control,0.961951158,0.138051861,6.968041949,4.88E-11
SF1,103,103,12.94700368,13.13366631,0.490743379,0.455254116,ipf - control,-0.168056928,0.06835153,-2.458714919,0.014820193
MAP4K2,103,103,9.27052474,10.25949644,0.56535953,0.557575576,ipf - control,-0.995259411,0.080979179,-12.29031251,4.74E-26
MAJIN,103,103,4.508372638,3.874722859,1.216105889,1.275900598,ipf - control,0.635528379,0.180611255,3.518763979,0.000540091
CCDC88B,103,103,10.5416203,10.69603254,0.546052286,0.595103075,ipf - control,-0.155068628,0.082788891,-1.873060814,0.062564093
SCARA3,103,103,7.16463493,6.338263409,0.679794734,0.89413807,ipf - control,0.829586437,0.112617577,7.366402812,4.90E-12
PBK,103,103,3.418200861,2.933774297,1.664126725,1.658875331,ipf - control,0.516581627,0.240707777,2.146094462,0.033107604
SCARA5,103,103,8.207032944,7.43069348,1.884702356,2.13138162,ipf - control,0.7991133,0.28750478,2.779478308,0.005980376
PNOC,103,103,7.192191046,4.891994364,1.257606216,1.302817426,ipf - control,2.373231742,0.183260977,12.95001142,4.77E-28
COPS6,103,103,10.76743952,10.85685435,0.422722737,0.349218348,ipf - control,-0.065441139,0.055882841,-1.171041736,0.24301835
PAFAH1B2,103,103,5.571266138,5.863019028,0.804613699,0.819707657,ipf - control,-0.301471259,0.116448672,-2.588876741,0.010358412
ANKS3,103,103,9.481153518,9.576030335,0.580062946,0.427954633,ipf - control,-0.064626383,0.073284385,-0.881857486,0.378945191
NUDT16L1,103,103,9.931734428,10.00697708,0.420658731,0.431995703,ipf - control,-0.070590031,0.061759445,-1.142983574,0.254453962
KIAA1586,103,103,6.127266885,6.306737799,0.845263478,0.707674281,ipf - control,-0.184920921,0.112289673,-1.646820374,0.101213859
RAB4A,103,103,10.32048796,10.329907,0.395523533,0.305850334,ipf - control,-0.02512007,0.0513025,-0.489646128,0.624937539
OR1F1,103,103,0.256298482,0.065581432,0.598634562,0.298580353,ipf - control,0.195807057,0.068648676,2.852306372,0.004810751
OR2B2,103,103,0.102766626,0.267262395,0.319686201,0.60418803,ipf - control,-0.16781242,0.069888763,-2.401135947,0.017288427
KCNJ4,103,103,0.559093113,0.616267566,0.600686201,0.707998827,ipf - control,-0.034606167,0.092708617,-0.373278866,0.709348465
SETD5,103,103,10.98099567,11.24037914,0.61412151,0.491198295,ipf - control,-0.26122209,0.080006767,-3.264999947,0.001294011
HIST3H3,103,103,1.36993303,1.729413729,1.567829785,1.633909238,ipf - control,-0.370347061,0.231284279,-1.601263442,0.110945668
THAP9,103,103,3.911983192,4.566718477,1.458822963,1.007118751,ipf - control,-0.598305158,0.179856128,-3.326576448,0.001051602
OR2C1,103,103,1.671916761,1.737560015,0.963897186,1.008607995,ipf - control,-0.01534622,0.139040881,-0.110371997,0.912228456
RNF187,103,103,10.78466961,10.95564242,0.42351822,0.398721158,ipf - control,-0.176602146,0.059218711,-2.982201786,0.003228883
HOOK3,103,103,6.781079282,7.358615058,1.225276042,0.826744127,ipf - control,-0.614779214,0.148511186,-4.139615549,5.18E-05
MAPK1IP1L,103,103,10.48818396,10.66669297,0.393891432,0.443614887,ipf - control,-0.189564177,0.059891589,-3.165121866,0.001800194
DDIT4,103,103,9.385068771,8.931121164,1.321708661,1.102699262,ipf - control,0.458934749,0.175197788,2.61952364,0.009501585
RBPJ,103,103,10.80068851,11.0022969,0.538032544,0.407839414,ipf - control,-0.210879649,0.067213614,-3.137454422,0.00196986
ZCCHC4,103,103,6.574413297,6.874477074,0.769899913,0.774980307,ipf - control,-0.292584992,0.111538724,-2.623169616,0.00940401
PTGDR,103,103,5.323870882,6.303604676,1.051703643,0.917251916,ipf - control,-0.938318193,0.135167414,-6.941896445,5.67E-11
TTC39C,103,103,9.485455906,9.125854751,0.497989069,0.459859047,ipf - control,0.363992153,0.06985709,5.210525587,4.79E-07
GLYCTK,103,103,8.201319675,8.417935876,0.495291134,0.442502155,ipf - control,-0.196279791,0.067562961,-2.905138963,0.004097227
GNG4,103,103,4.113302134,2.917606089,1.062745942,1.117428872,ipf - control,1.196996503,0.156898409,7.629118165,1.04E-12
POLR2J3,103,103,10.72627055,11.00044643,0.806870759,0.688797069,ipf - control,-0.219152471,0.106995289,-2.048244116,0.041883131
NKIRAS2,103,103,9.68614621,9.931880594,0.396577506,0.362079226,ipf - control,-0.2401057,0.054612187,-4.396558918,1.81E-05
DNAJC7,103,103,11.48429212,11.63628834,0.413402869,0.329882435,ipf - control,-0.145441058,0.054008944,-2.692906909,0.007703115
IRF2BP2,103,103,12.2405751,12.55347691,0.411425214,0.476814405,ipf - control,-0.303458009,0.064197003,-4.72698096,4.37E-06
PTF1A,103,103,0.762096273,1.195774943,1.13654375,1.505973714,ipf - control,-0.449366834,0.183366222,-2.450652188,0.01514582
NT5DC2,103,103,10.10170423,9.927585212,0.677543973,0.501964961,ipf - control,0.214685755,0.084897316,2.528769642,0.012242589
SMIM4,103,103,10.358915,10.55765259,0.477004992,0.519087982,ipf - control,-0.198062146,0.070851871,-2.795439878,0.005703904
COA6,103,103,9.812888333,10.02216939,0.633742454,0.575794772,ipf - control,-0.228291448,0.086288278,-2.645683195,0.008821198
KIF5C,103,103,4.310258516,3.822273574,0.799752847,1.124295357,ipf - control,0.481015001,0.139982605,3.436248379,0.000721492
MGAT2,103,103,9.733072082,9.484710686,0.432976571,0.537681057,ipf - control,0.265119267,0.069607098,3.808796415,0.000187304
BMI1,103,103,8.870894094,9.035281864,1.000503494,0.723995085,ipf - control,-0.139678257,0.122898133,-1.136536854,0.257133899
THAP11,103,103,9.857580139,10.14729762,0.346074464,0.404054353,ipf - control,-0.294211052,0.055113227,-5.338302032,2.61E-07
MMADHC,103,103,6.046655685,6.276241954,0.611805811,0.649734421,ipf - control,-0.186775249,0.090869603,-2.055420554,0.041178089
PDHB,103,103,8.244520618,8.552683212,0.575976227,0.436264258,ipf - control,-0.295904921,0.07326228,-4.038980503,7.73E-05
PXK,103,103,9.461221697,9.896596729,0.428629021,0.404989839,ipf - control,-0.4244052,0.059321438,-7.154330898,1.68E-11
HIST1H1E,103,103,3.991596907,4.744762681,1.530168344,1.427756405,ipf - control,-0.756500518,0.212981623,-3.551952082,0.000480003
PCMTD1,103,103,10.39332917,10.72506486,0.487480633,0.496813733,ipf - control,-0.33664531,0.069543484,-4.840788701,2.63E-06
KCTD6,103,103,6.886809573,7.060854411,0.89689405,0.629216945,ipf - control,-0.133660655,0.111635993,-1.197289963,0.232654471
ACOX2,103,103,8.828322785,8.870735028,0.874447846,0.890811063,ipf - control,0.003547398,0.126072014,0.028137874,0.977581111
FAM107A,103,103,7.314457038,8.956493422,1.426558356,1.688555134,ipf - control,-1.652083406,0.228894356,-7.217667723,1.17E-11
IRF2,103,103,7.385407955,7.643768497,0.744629408,0.609976907,ipf - control,-0.284915789,0.096935681,-2.939225134,0.003689706
MOBP,103,103,6.462187256,5.099938328,1.616286299,1.610219195,ipf - control,1.323626711,0.231755482,5.711307029,4.16E-08
CX3CR1,103,103,6.469837199,8.157847862,1.586967694,1.539676706,ipf - control,-1.674225142,0.221873287,-7.545861706,1.70E-12
PPDPFL,103,103,1.498634571,0.755625914,1.510431429,1.301308048,ipf - control,0.751224456,0.203516609,3.691219396,0.000289951
XIRP1,103,103,4.286679555,2.785913926,2.357361612,2.023174886,ipf - control,1.503264681,0.313808184,4.790393485,3.30E-06
DEGS2,103,103,7.271529511,6.088638686,1.852794356,1.927138469,ipf - control,1.159007797,0.270190857,4.289589261,2.82E-05
SCN11A,103,103,2.939327954,2.802630403,0.759993346,0.796660897,ipf - control,0.16434053,0.11182747,1.469589982,0.143292656
ARF4,103,103,8.571961053,8.717417593,0.586656013,0.690934899,ipf - control,-0.119827531,0.091159108,-1.314487757,0.190234043
43710,103,103,11.60263915,11.71827314,0.572417911,0.459421177,ipf - control,-0.122246471,0.073829233,-1.655800371,0.099378892
FILIP1L,103,103,11.21541754,10.94251512,0.77976569,0.729792808,ipf - control,0.274885483,0.109155172,2.518300129,0.012600415
MFSD2A,103,103,10.77100485,11.61579626,1.031102468,1.380725282,ipf - control,-0.811880484,0.17199695,-4.720319071,4.50E-06
DTYMK,103,103,8.231817299,8.358390741,0.656428013,0.488023392,ipf - control,-0.101706583,0.083229915,-1.221995514,0.22319203
TAP1,103,103,11.42273611,11.87459013,0.605414187,0.596887745,ipf - control,-0.462047777,0.085559898,-5.400284356,1.93E-07
ING5,103,103,10.33218844,10.59886003,0.445257375,0.36726379,ipf - control,-0.252541794,0.05942815,-4.249531476,3.32E-05
ATG4B,103,103,11.06375357,11.13896111,0.805651489,0.615587193,ipf - control,-0.059106805,0.104275623,-0.566832434,0.571483263
BDKRB2,103,103,8.787778635,6.749800692,1.066931203,1.200770677,ipf - control,2.000503499,0.164284724,12.17705119,1.04E-25
MLKL,103,103,9.076285968,9.441274264,0.715319783,0.669576562,ipf - control,-0.357419592,0.098833153,-3.616393709,0.000380839
RFWD3,103,103,6.366908615,6.564400569,0.881327147,0.733980143,ipf - control,-0.162388306,0.116176643,-1.39777069,0.163778163
MTNR1A,103,103,1.300770135,0.573577123,1.177887533,0.762758185,ipf - control,0.706293349,0.142583528,4.953540996,1.58E-06
KCNG4,103,103,2.18292061,2.197810788,0.594275149,0.521989058,ipf - control,-0.011219857,0.080027578,-0.140199886,0.888647516
RHOH,103,103,9.066161532,8.662641864,0.737835473,0.816657701,ipf - control,0.386893004,0.112599288,3.436016445,0.000722074
COG7,103,103,9.286411348,9.086592727,0.930274386,0.71710417,ipf - control,0.21807063,0.119139616,1.830378821,0.068727687
CDC40,103,103,6.543359581,6.933951219,0.932128033,0.72820654,ipf - control,-0.352005897,0.118410492,-2.972759338,0.003325348
STIP1,103,103,11.35976101,11.3989794,0.4595533,0.594160808,ipf - control,-0.041768593,0.074026713,-0.564236767,0.573244747
SCNN1B,103,103,7.281182793,7.024049554,0.927511727,0.815510471,ipf - control,0.255343447,0.120844477,2.112992279,0.035880082
HR,103,103,7.459362679,6.161376453,0.797183119,0.967997042,ipf - control,1.290857035,0.127242065,10.14489223,1.13E-19
TXNDC2,103,103,2.137762796,2.209384639,0.918956081,0.97942414,ipf - control,-0.084804567,0.136525422,-0.621163194,0.535221412
RAB31,103,103,8.269327738,8.143317714,1.175080397,1.224345747,ipf - control,0.07921353,0.169272525,0.467964485,0.640335279
REEP4,103,103,8.305281935,8.538777092,0.848120107,0.668670062,ipf - control,-0.187440386,0.109003175,-1.71958648,0.087102508
TNXB,103,103,12.09874766,12.070218,0.807015946,0.686303835,ipf - control,0.017736586,0.103676514,0.171076221,0.864342134
LGI3,103,103,4.796590922,6.196860708,2.422787513,1.991053057,ipf - control,-1.335872005,0.321797978,-4.151275318,4.95E-05
SFTPC,103,103,18.26153202,19.7527612,2.068503678,1.797916517,ipf - control,-1.481524086,0.276273918,-5.362518823,2.32E-07
BMP1,103,103,10.02010576,9.955472565,0.741166345,0.77938163,ipf - control,0.101558053,0.109738276,0.925456977,0.355878026
ATXN2L,103,103,11.55143831,11.69813165,0.481610514,0.373468534,ipf - control,-0.129857036,0.062300074,-2.084380136,0.038435012
PHYHIP,103,103,7.099380423,5.726278585,0.928225931,1.409153611,ipf - control,1.390957723,0.172316494,8.072110145,7.11E-14
CCDC110,103,103,5.65950938,5.050005432,1.021368089,1.139151332,ipf - control,0.656388061,0.155026256,4.234044473,3.54E-05
POLR3D,103,103,7.649894614,7.729913085,0.610578793,0.576302251,ipf - control,-0.060772672,0.08499465,-0.715017612,0.475457733
FEN1,103,103,4.283797521,4.21814838,1.428802333,1.911094251,ipf - control,0.217864757,0.236696979,0.920437418,0.358487342
MTCL1,103,103,7.415434925,7.058807994,0.667738795,0.651872146,ipf - control,0.39292665,0.095264028,4.124606726,5.51E-05
GBX2,103,103,0.571706783,0.538432849,0.879903898,0.856663744,ipf - control,0.034642285,0.124961371,0.277223952,0.781903323
HJV,103,103,1.826761942,1.519475449,1.138818838,1.019403515,ipf - control,0.293153481,0.155170999,1.889228551,0.060352932
SCGB1D1,103,103,0.288488952,0.022542991,0.875341361,0.228786373,ipf - control,0.257140907,0.088973559,2.890082294,0.004290019
HEXIM2,103,103,8.385540512,8.572995414,0.645156304,0.581470864,ipf - control,-0.166329244,0.088620078,-1.876879918,0.062035778
FNTA,103,103,9.913979843,10.19361318,0.541706821,0.390658776,ipf - control,-0.267500208,0.066591522,-4.017031018,8.42E-05
SERINC2,103,103,6.506985088,5.277870196,1.106095698,1.337652377,ipf - control,1.225632091,0.176246816,6.95406658,5.29E-11
MYL1,103,103,0.530666097,1.257298693,0.848928067,1.212234783,ipf - control,-0.686718947,0.151734192,-4.525802251,1.05E-05
TRAPPC11,103,103,8.284770662,8.537892299,0.708628558,0.558844459,ipf - control,-0.243013249,0.090746187,-2.67794446,0.008042682
CHRM1,103,103,1.728393428,3.42321172,1.932344127,2.281429245,ipf - control,-1.659645314,0.298164587,-5.566205339,8.58E-08
COL3A1,103,103,14.4402235,12.31619694,1.220234673,1.275708993,ipf - control,2.178268747,0.175694337,12.39805895,2.24E-26
GFRA2,103,103,6.169523912,6.44624555,1.012346233,0.93729353,ipf - control,-0.279164108,0.141381141,-1.97454983,0.049738081
ING2,103,103,6.582929643,6.672632594,0.689836565,0.695563987,ipf - control,-0.107010384,0.100839485,-1.06119527,0.289920477
CDKN2AIP,103,103,8.30034095,8.831745951,0.464495824,0.497475883,ipf - control,-0.513477287,0.068617094,-7.4832269,2.46E-12
SNRNP48,103,103,6.029593303,6.505817293,0.989944152,0.707382044,ipf - control,-0.47023409,0.122936694,-3.825010062,0.000176208
TMEM223,103,103,9.609860138,9.790658139,0.427594623,0.484243817,ipf - control,-0.16792137,0.064738494,-2.593841175,0.010215075
SLC20A2,103,103,10.38632396,10.46557069,0.450608468,0.430196466,ipf - control,-0.08291615,0.064484283,-1.285835023,0.200033297
CRYGA,103,103,0,0.075799562,0,0.463407641,ipf - control,-0.074581809,0.047884392,-1.557539003,0.120972395
DYNLRB2,103,103,8.192971326,6.935052001,2.077818838,1.850978631,ipf - control,1.211590767,0.284355357,4.260833267,3.17E-05
TMUB2,103,103,10.70295697,10.92446004,0.402653613,0.29589833,ipf - control,-0.207742452,0.050659974,-4.100721649,6.05E-05
ADAM29,103,103,3.050586038,4.266958737,0.978122218,1.33070998,ipf - control,-1.202573663,0.163312996,-7.363612776,4.98E-12
STAT3,103,103,12.36779987,12.49913239,0.442344776,0.52151355,ipf - control,-0.143112867,0.069312286,-2.06475467,0.040276246
ZSWIM1,103,103,8.021438478,8.06064391,0.385561532,0.399998751,ipf - control,-0.028077751,0.056600873,-0.496065693,0.620409604
ADAM9,103,103,8.112299507,8.390432493,0.658645939,0.554626054,ipf - control,-0.278327386,0.087089241,-3.195887154,0.001627482
ADAM18,103,103,0.550717747,0.430026823,0.884573428,0.833565323,ipf - control,0.116522188,0.122862212,0.94839728,0.344107139
GDNF,103,103,2.593266865,2.266540482,1.066771932,1.121960063,ipf - control,0.368590482,0.157933488,2.333833599,0.020628318
MUCL3,103,103,5.445092924,7.428505333,1.866225894,1.512612292,ipf - control,-1.986087284,0.24499753,-8.106560435,5.75E-14
AXIN2,103,103,8.730156624,9.219159711,0.770441054,0.701395477,ipf - control,-0.456197183,0.105134169,-4.339190444,2.30E-05
NDUFS5,103,103,12.93670107,12.92409855,0.513239817,0.519671576,ipf - control,0.018676458,0.073046724,0.255678239,0.798470183
VWA3B,103,103,8.04882705,6.362220323,2.084423563,2.200500194,ipf - control,1.622776997,0.307048002,5.285092198,3.36E-07
ZNF30,103,103,6.782588529,7.172601734,0.747625192,0.663417362,ipf - control,-0.349445477,0.100963505,-3.461106849,0.000661581
UGT3A2,103,103,1.779100109,1.356896769,1.461851699,1.340918072,ipf - control,0.430650052,0.202416612,2.127543026,0.034637715
FAM84B,103,103,7.66776069,8.032169591,0.776976614,0.772048023,ipf - control,-0.379827319,0.110697851,-3.431207703,0.000734244
LDLRAD4,103,103,9.323588998,8.953678702,0.424328139,0.497302716,ipf - control,0.347861224,0.066207612,5.254097134,3.90E-07
KCTD19,103,103,4.49603536,5.2589261,0.940715322,1.033716949,ipf - control,-0.738617238,0.142521449,-5.182498793,5.47E-07
SLC16A4,103,103,8.573975659,8.677124404,0.612992147,0.585927984,ipf - control,-0.114707709,0.086074084,-1.332662564,0.184205667
IL7R,103,103,8.511575575,9.942565522,1.462124032,1.051536938,ipf - control,-1.452478965,0.184464757,-7.874018819,2.38E-13
TMEM208,103,103,8.736077694,8.793251317,0.38746815,0.42847589,ipf - control,-0.049895453,0.058581299,-0.851730055,0.395414098
LRP1B,103,103,1.452890019,2.416109805,0.930871006,1.30608065,ipf - control,-0.94060648,0.162058309,-5.804123765,2.60E-08
WFDC12,103,103,4.870995246,6.566270291,0.914337681,1.32797101,ipf - control,-1.731443042,0.164517698,-10.52435736,8.83E-21
AHCYL1,103,103,7.529545713,7.667903303,0.636183731,0.659507842,ipf - control,-0.131580254,0.091614761,-1.436234219,0.15254628
DNAJC21,103,103,9.833697383,10.17542641,0.38872797,0.317987738,ipf - control,-0.351436735,0.050848142,-6.911496034,6.73E-11
PKIG,103,103,10.02168461,10.27428394,0.550820851,0.477242083,ipf - control,-0.269104011,0.073772998,-3.647730434,0.000339917
NPNT,103,103,11.80846664,12.98077682,0.914728776,0.639938643,ipf - control,-1.174087953,0.114467135,-10.25698732,5.35E-20
CA7,103,103,1.039605394,0.711677612,1.01520135,0.945167145,ipf - control,0.271938015,0.13963257,1.947525675,0.052914952
FAM178B,103,103,5.263369649,4.94662289,0.901634296,0.87764972,ipf - control,0.291283354,0.128105775,2.273772227,0.024074663
TSPY2,103,103,0.243638228,0.037930977,0.639123502,0.275739008,ipf - control,0.162057878,0.063892462,2.536416234,0.011987007
SEMA4C,103,103,9.192424429,9.201144568,0.807321269,0.659298707,ipf - control,0.005976508,0.106217801,0.056266542,0.955187379
CNNM3,103,103,8.631342484,8.77654829,0.775381894,0.581180527,ipf - control,-0.120250976,0.097090049,-1.238550986,0.217008386
GSTM4,103,103,8.805707946,8.797520436,0.669241121,0.65276816,ipf - control,0.013222633,0.095599004,0.138313507,0.890136112
TET2,103,103,7.982036759,8.406224565,0.596338376,0.491567643,ipf - control,-0.433227349,0.07718731,-5.612675848,6.81E-08
CXXC4,103,103,3.253073232,2.664771597,1.740214028,1.693410445,ipf - control,0.591836892,0.244731226,2.418313759,0.016516553
TCTN2,103,103,6.793688233,6.657071671,1.044528341,0.705829729,ipf - control,0.143602577,0.128125531,1.120795957,0.263760228
SHOX2,103,103,4.101788919,2.887785816,1.055788332,1.121098501,ipf - control,1.214075741,0.156723695,7.746599755,5.13E-13
PPIP5K1,103,103,9.316650634,9.224453139,0.628070276,0.497946826,ipf - control,0.094223658,0.080578778,1.169335891,0.243703032
TSPAN5,103,103,6.307879525,6.327820678,0.829126672,0.716704915,ipf - control,-0.000410737,0.107923764,-0.003805804,0.996967326
CHTF8,103,103,10.66593305,10.90638326,0.432594464,0.401831316,ipf - control,-0.220736614,0.060034005,-3.676859726,0.000305627
ADAL,103,103,7.409481572,7.539374487,0.619187131,0.482208611,ipf - control,-0.128198088,0.079933523,-1.603808799,0.110382974
LCMT2,103,103,8.137002326,8.087207878,0.405149101,0.734902709,ipf - control,0.058459598,0.08585644,0.680899395,0.496747044
SNTB2,103,103,8.387815798,8.694494865,0.492995046,0.436837029,ipf - control,-0.305138498,0.066489391,-4.589281016,7.98E-06
IL12A,103,103,4.598874805,4.947236579,1.103966772,1.642789989,ipf - control,-0.354521742,0.203700019,-1.740410944,0.083372512
ZNF507,103,103,7.7458092,7.953458612,0.548974064,0.491310223,ipf - control,-0.192694826,0.074541754,-2.585058918,0.010469867
STX18,103,103,9.831804449,9.908947579,0.533552763,0.435235605,ipf - control,-0.078945893,0.070100816,-1.126176529,0.261481982
NSG1,103,103,7.924169283,6.921627011,0.805506069,0.905184284,ipf - control,0.974533597,0.122892919,7.929940993,1.69E-13
ZBTB49,103,103,6.212344524,6.414083127,0.64531893,0.75627035,ipf - control,-0.185368281,0.102324946,-1.811564899,0.0716
GFM1,103,103,9.903227229,9.972131919,0.435431095,0.405824528,ipf - control,-0.055779686,0.060589977,-0.920609131,0.358397881
OR13J1,103,103,1.177036709,1.171872194,0.978924389,1.010578198,ipf - control,-0.01394598,0.144296533,-0.096648062,0.923105657
