geneName,ipf_n,control_n,ipf_mean,control_mean,ipf_sd,control_sd,contrast,diff,SE,tratio,pvalue
CCDC88C,103,103,9.69487461,9.49606795,0.681511196,0.56385754,ipf - control,0.196378162,0.089823629,2.186263963,0.029993077
YAF2,103,103,9.025791551,9.263180908,0.452285243,0.386833836,ipf - control,-0.234062961,0.060813818,-3.848845023,0.00016102
ZMYND11,103,103,10.6498897,11.0772247,0.432397234,0.404299444,ipf - control,-0.417286958,0.060291178,-6.921194298,6.37E-11
WAS,103,103,10.29113094,10.69476029,0.634903959,0.62401658,ipf - control,-0.394526655,0.090074066,-4.380024939,1.94E-05
DPEP1,103,103,7.310937638,4.946001823,1.15329628,1.416582834,ipf - control,2.384142455,0.187045353,12.74633352,1.98E-27
BID,103,103,10.40412223,10.51997237,0.503073545,0.56012014,ipf - control,-0.139825309,0.074533266,-1.876012096,0.0621555
MATR3,103,103,12.53105945,12.7173172,0.413373628,0.381910269,ipf - control,-0.1794891,0.057710771,-3.110149079,0.002151703
NPC1L1,103,103,2.882682032,2.545971288,0.883490678,0.932065288,ipf - control,0.327699807,0.130823679,2.504896747,0.013072119
XYLT2,103,103,9.266131957,9.252977041,0.450148062,0.414229563,ipf - control,0.029457793,0.061261463,0.480853566,0.631162423
RGPD5,103,103,8.185280675,8.587042445,1.076997102,0.873853816,ipf - control,-0.426775208,0.139653773,-3.055951864,0.002559394
STMN4,103,103,2.593507937,2.441659225,0.951070738,0.738447792,ipf - control,0.178271496,0.121172857,1.471216407,0.142852796
NUDCD3,103,103,10.60874193,10.82383708,0.38132112,0.404308784,ipf - control,-0.210565413,0.056909738,-3.699989166,0.000280753
